2026-02-25 09:35:02,333 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=%D0%9D%D0%BE%D0%B2%D0%BE%D0%B5+%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%2C+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C&format=json&limit=1&accept-language=ru
2026-02-25 09:54:37,723 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=9-%D0%B9+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%2C+%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B0&format=json&limit=1&accept-language=ru
2026-02-25 10:05:45,565 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /osm/tools/overpass/api/interpreter
2026-02-25 10:05:46,010 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /1.x/?apikey=e27943f8-c65f-4361-8c7c-780e1bef1f63&geocode=%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%2C+%D0%9A%D0%BE%D1%80%D0%B4%D0%BD%D1%8B%D0%B9&format=json&results=5&ll=73.446292%2C54.960824&spn=0.015%2C0.015
2026-02-25 10:08:42,270 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /sparql?query=%0A++++SELECT+%3Fpop+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D1%83%22%40ru+.%0A++++++%3Fcity+wdt%3AP1082+%3Fpop+.%0A++++%7D+ORDER+BY+DESC%28%3Fpop%29+LIMIT+1%0A++++&format=json
2026-02-25 10:18:24,662 [INFO] urbanpulse — Пропуск мета-зоны: городской округ Астрахань (admin=6)
2026-02-28 10:22:46,216 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:24:20,045 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=56753']' timed out after 60 seconds
2026-02-28 10:24:20,105 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:24:20,803 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:24:21,247 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:24:21,740 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:25:55,354 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=57415']' timed out after 60 seconds
2026-02-28 10:25:55,370 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:25:56,115 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:25:56,721 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:25:57,465 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:27:31,054 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=57853']' timed out after 60 seconds
2026-02-28 10:27:31,068 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:27:31,619 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:27:32,055 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:27:32,491 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:29:06,017 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=58341']' timed out after 60 seconds
2026-02-28 10:29:06,040 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:29:07,590 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:29:12,369 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:29:22,889 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:30:56,508 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=58862']' timed out after 60 seconds
2026-02-28 10:30:56,531 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:30:57,447 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:30:57,965 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:30:58,469 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:32:32,101 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=59280']' timed out after 60 seconds
2026-02-28 10:32:32,116 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:32:32,903 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:32:33,407 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:32:33,866 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:34:07,546 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=59768']' timed out after 60 seconds
2026-02-28 10:34:07,560 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:34:08,411 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:34:09,237 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:34:09,815 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:35:43,429 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=60182']' timed out after 60 seconds
2026-02-28 10:35:43,451 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:35:44,097 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:35:44,689 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:35:45,161 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:37:18,633 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=60645']' timed out after 60 seconds
2026-02-28 10:37:18,648 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:37:19,626 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:37:20,157 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:37:20,597 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:38:53,974 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=61278']' timed out after 60 seconds
2026-02-28 10:38:53,989 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:38:54,923 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:38:55,431 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:38:55,905 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:40:29,261 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=61738']' timed out after 60 seconds
2026-02-28 10:40:29,274 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:40:30,145 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:40:30,599 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:40:47,092 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:42:20,537 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=62197']' timed out after 60 seconds
2026-02-28 10:42:20,549 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:42:21,497 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:43:21,537 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:43:21,693 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:43:46,563 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:43:47,099 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:45:20,801 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=63360']' timed out after 60 seconds
2026-02-28 10:45:20,821 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:45:21,848 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:45:38,558 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:45:39,038 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:47:12,716 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=63930']' timed out after 60 seconds
2026-02-28 10:47:12,726 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:47:13,701 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:47:14,197 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:47:14,655 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:48:48,287 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=64369']' timed out after 60 seconds
2026-02-28 10:48:48,303 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:48:48,899 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:49:05,535 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:49:05,972 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:50:39,600 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=64831']' timed out after 60 seconds
2026-02-28 10:50:39,614 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:50:40,598 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:50:41,080 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:50:41,840 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:52:15,357 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=65254']' timed out after 60 seconds
2026-02-28 10:52:15,379 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:52:16,104 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:52:16,881 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:52:17,894 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:53:51,570 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=49364']' timed out after 60 seconds
2026-02-28 10:53:51,585 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:53:52,469 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:53:52,993 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:53:53,421 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:55:27,080 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=49784']' timed out after 60 seconds
2026-02-28 10:55:27,101 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:55:28,017 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:56:27,192 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:56:37,353 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 10:58:10,872 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
